,name,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,GW,played,Points_per_Minute,Points_per_Value,Rolling_Avg_Goals,Goal_Involvement,was_home,position_DEF,position_FWD,position_GK,position_MID,form,total_points_lag1,goals_scored_lag1,assists_lag1,minutes_lag1,bps_lag1,value_lag1,transfers_in_lag1,transfers_out_lag1
4429,Aaron Ramsdale,Arsenal,3.5,0,0,14,0,0.0,15,0.01222,0.01222,0.0,1.0694,161,1,0,2.0,20.0,2022-12-26T20:00:00Z,90,19,0,0,0,0,17,3,1367437,1,1,3,0.0,3,169825,374614,204789,49,0,17,0,0.03333333333333333,0.061224489795918366,0.0,0,1,0,0,1,0,4.6,6.0,0.0,0.0,90.0,24.0,49.0,70419.0,23620.0
4732,Aaron Ramsdale,Arsenal,3.0,0,0,15,0,0.0,15,0.00053,0.00053,0.0,1.1451,172,2,0,2.3,23.2,2022-12-31T17:30:00Z,90,5,0,0,0,0,18,3,1353853,1,4,2,0.0,2,-17148,21408,38556,49,0,18,0,0.022222222222222223,0.04081632653061224,0.0,0,0,0,0,1,0,4.6,3.0,0.0,0.0,90.0,14.0,49.0,374614.0,204789.0
5039,Aaron Ramsdale,Arsenal,4.2,0,0,22,1,0.0,15,0.00165,0.00165,0.0,1.0801,181,0,0,0.7,7.4,2023-01-03T19:45:00Z,90,15,0,0,0,0,19,1,1308952,1,0,0,0.0,6,-45467,10521,55988,49,0,19,1,0.06666666666666667,0.12244897959183673,0.0,0,1,0,0,1,0,4.6,2.0,0.0,0.0,90.0,15.0,49.0,21408.0,38556.0
5395,Aaron Ramsdale,Arsenal,5.5,0,3,36,1,0.0,15,0.00044,0.00044,0.0,1.5397,199,0,0,5.4,54.2,2023-01-15T16:30:00Z,90,18,0,0,0,0,20,7,1274675,1,2,0,0.0,11,-36929,18330,55259,49,0,20,1,0.12222222222222222,0.22448979591836735,0.0,0,0,0,0,1,0,5.6,6.0,0.0,0.0,90.0,22.0,49.0,10521.0,55988.0
5718,Aaron Ramsdale,Arsenal,5.1,0,0,8,0,0.0,15,0.00121,0.00121,0.0,0.3316,201,2,0,1.0,9.8,2023-01-22T16:30:00Z,90,14,0,0,0,0,21,2,1326171,1,2,3,0.0,1,36936,66258,29322,49,0,21,0,0.011111111111111112,0.02040816326530612,0.0,0,1,0,0,1,0,4.6,11.0,0.0,0.0,90.0,36.0,49.0,18330.0,55259.0
6016,Aaron Ramsdale,Arsenal,5.5,0,0,14,0,0.0,15,0.0,0.0,0.0,1.66,215,1,0,1.7,16.6,2023-02-04T12:30:00Z,90,8,0,0,0,0,22,3,1329449,1,0,1,0.0,3,-6407,56449,62856,49,0,22,0,0.03333333333333333,0.061224489795918366,0.0,0,0,0,0,1,0,4.6,1.0,0.0,0.0,90.0,8.0,49.0,66258.0,29322.0
6360,Aaron Ramsdale,Arsenal,3.6,0,0,10,0,0.0,15,0.0,0.0,0.0,2.37,221,1,0,0.7,7.2,2023-02-11T15:00:00Z,90,4,0,0,0,0,23,1,1349701,1,1,1,0.0,2,14549,55004,40455,49,0,23,1,0.022222222222222223,0.04081632653061224,0.0,0,1,0,0,1,0,4.6,3.0,0.0,0.0,90.0,14.0,49.0,56449.0,62856.0
6361,Aaron Ramsdale,Arsenal,3.6,0,0,15,0,0.0,15,0.0,0.0,0.0,1.71,111,3,0,2.0,19.8,2023-02-15T19:30:00Z,90,13,0,0,0,0,23,2,1349701,1,3,1,0.0,1,14549,55004,40455,49,0,23,0,0.011111111111111112,0.02040816326530612,0.0,0,1,0,0,1,0,3.6,2.0,0.0,0.0,90.0,10.0,49.0,55004.0,40455.0
6674,Aaron Ramsdale,Arsenal,2.5,0,0,14,0,0.0,15,0.0,0.0,0.0,0.51,231,2,0,2.3,22.6,2023-02-18T12:30:00Z,90,2,0,0,0,0,24,3,1349015,1,4,2,0.0,2,-4614,25414,30028,49,0,24,1,0.022222222222222223,0.04081632653061224,0.0,0,0,0,0,1,0,1.8,1.0,0.0,0.0,90.0,15.0,49.0,55004.0,40455.0
6967,Aaron Ramsdale,Arsenal,8.0,0,0,20,1,0.0,15,0.0,0.0,0.0,0.02,246,0,0,0.3,3.2,2023-02-25T15:00:00Z,90,10,0,0,0,0,25,0,1372414,1,1,0,0.0,6,21834,73566,51732,49,0,25,0,0.06666666666666667,0.12244897959183673,0.0,0,0,0,0,1,0,2.8,2.0,0.0,0.0,90.0,14.0,49.0,25414.0,30028.0
6968,Aaron Ramsdale,Arsenal,8.0,0,0,30,1,0.0,15,0.0,0.0,0.0,1.36,61,0,0,4.0,39.8,2023-03-01T19:45:00Z,90,8,0,0,0,0,25,5,1372414,1,0,4,0.0,7,21834,73566,51732,49,0,25,0,0.07777777777777778,0.14285714285714285,0.0,0,1,0,0,1,0,3.6,6.0,0.0,0.0,90.0,20.0,49.0,73566.0,51732.0
7278,Aaron Ramsdale,Arsenal,4.2,0,0,12,0,0.0,15,0.0,0.0,0.0,1.32,251,2,0,1.8,18.4,2023-03-04T15:00:00Z,90,3,0,0,0,0,26,2,1376833,1,2,3,0.0,1,-2989,39570,42559,49,0,26,0,0.011111111111111112,0.02040816326530612,0.0,0,1,0,0,1,0,3.4,7.0,0.0,0.0,90.0,30.0,49.0,73566.0,51732.0
7601,Aaron Ramsdale,Arsenal,4.3,0,0,24,1,0.0,15,0.0,0.0,0.0,0.84,264,0,0,1.5,15.0,2023-03-12T14:00:00Z,90,9,0,0,0,0,27,2,1344284,1,3,0,0.0,6,-34685,12960,47645,49,0,27,0,0.06666666666666667,0.12244897959183673,0.0,0,0,0,0,1,0,4.4,1.0,0.0,0.0,90.0,12.0,49.0,39570.0,42559.0
7898,Aaron Ramsdale,Arsenal,5.1,0,0,13,0,0.0,15,0.0,0.0,0.0,0.6,271,1,0,2.8,27.6,2023-03-19T14:00:00Z,90,7,0,0,0,0,28,3,1324912,1,1,4,0.0,3,-13887,20280,34167,49,0,28,1,0.03333333333333333,0.061224489795918366,0.0,0,1,0,0,1,0,4.6,6.0,0.0,0.0,90.0,24.0,49.0,12960.0,47645.0
8203,Aaron Ramsdale,Arsenal,4.5,0,0,15,0,0.0,15,0.0,0.0,0.0,0.78,281,1,0,3.4,34.2,2023-04-01T14:00:00Z,90,11,0,0,0,0,29,4,1320420,1,1,4,0.0,3,-15010,24855,39865,49,0,29,0,0.03333333333333333,0.061224489795918366,0.0,0,1,0,0,1,0,4.0,3.0,0.0,0.0,90.0,13.0,49.0,20280.0,34167.0
8628,Aaron Ramsdale,Arsenal,2.3,0,0,12,0,0.0,15,0.0,0.0,0.0,3.96,296,2,0,3.4,34.0,2023-04-09T15:30:00Z,90,12,0,0,0,0,30,4,1302682,1,2,2,0.0,1,-24604,8391,32995,49,1,30,1,0.011111111111111112,0.02040816326530612,0.0,0,0,0,0,1,0,2.8,3.0,0.0,0.0,90.0,15.0,49.0,24855.0,39865.0
8921,Aaron Ramsdale,Arsenal,2.2,0,0,13,0,0.0,15,0.0,0.0,0.0,1.75,309,2,0,1.4,14.4,2023-04-16T13:00:00Z,90,19,0,0,0,0,31,1,1301483,1,2,2,0.0,1,-4603,18357,22960,49,0,31,0,0.011111111111111112,0.02040816326530612,0.0,0,0,0,0,1,0,2.8,1.0,0.0,0.0,90.0,12.0,49.0,8391.0,32995.0
9199,Aaron Ramsdale,Arsenal,2.8,0,0,11,0,0.0,15,0.0,0.0,0.0,1.42,311,3,0,1.8,17.8,2023-04-21T19:00:00Z,90,17,0,0,0,0,32,3,1313066,1,3,3,0.0,2,7336,28742,21406,49,0,32,0,0.022222222222222223,0.04081632653061224,0.0,0,1,0,0,1,0,2.0,1.0,0.0,0.0,90.0,13.0,49.0,18357.0,22960.0
9464,Aaron Ramsdale,Arsenal,1.1,0,0,18,0,0.0,15,0.0,0.0,0.0,2.06,329,4,0,4.5,45.2,2023-04-26T19:00:00Z,90,13,0,0,0,0,33,5,1265337,1,1,4,0.0,1,-46627,3160,49787,49,0,33,1,0.011111111111111112,0.02040816326530612,0.0,0,0,0,0,1,0,1.6,2.0,0.0,0.0,90.0,11.0,49.0,28742.0,21406.0
9798,Aaron Ramsdale,Arsenal,2.1,0,0,15,0,0.0,15,0.0,0.0,0.0,0.74,331,1,0,2.6,26.4,2023-05-02T19:00:00Z,90,6,0,0,0,0,34,3,1222797,1,1,3,0.0,3,-37340,6671,44011,48,0,34,0,0.03333333333333333,0.0625,0.0,0,1,0,0,1,0,1.6,1.0,0.0,0.0,90.0,18.0,49.0,3160.0,49787.0
10148,Aaron Ramsdale,Arsenal,3.0,0,3,32,1,0.0,15,0.0,0.0,0.0,1.3,346,0,0,3.5,35.0,2023-05-07T15:30:00Z,90,15,0,0,0,0,35,5,1218415,1,2,0,0.0,10,-13315,8949,22264,48,0,35,1,0.1111111111111111,0.20833333333333334,0.0,0,0,0,0,1,0,3.4,3.0,0.0,0.0,90.0,15.0,48.0,6671.0,44011.0
10463,Aaron Ramsdale,Arsenal,0.0,0,0,14,0,0.0,15,0.0,0.0,0.0,1.78,351,3,0,2.0,19.8,2023-05-14T15:30:00Z,90,5,0,0,0,0,36,3,1230625,1,3,0,0.0,2,9336,20692,11356,48,0,36,0,0.022222222222222223,0.041666666666666664,0.0,0,1,0,0,1,0,3.6,10.0,0.0,0.0,90.0,32.0,48.0,8949.0,22264.0
10813,Aaron Ramsdale,Arsenal,4.7,0,0,11,0,0.0,15,0.0,0.0,0.0,0.55,367,1,0,1.2,12.2,2023-05-20T16:30:00Z,90,16,0,0,0,0,37,1,1232576,1,0,1,0.0,2,1162,21387,20225,48,0,37,0,0.022222222222222223,0.041666666666666664,0.0,0,0,0,0,1,0,3.6,2.0,0.0,0.0,90.0,14.0,48.0,20692.0,11356.0
11144,Aaron Ramsdale,Arsenal,5.1,0,0,18,1,0.0,15,0.0,0.0,0.0,0.47,371,0,0,0.0,0.0,2023-05-28T15:30:00Z,90,20,0,0,0,0,38,0,1312290,1,0,5,0.0,6,68464,80633,12169,48,0,38,1,0.06666666666666667,0.125,0.0,0,1,0,0,1,0,4.6,2.0,0.0,0.0,90.0,11.0,48.0,21387.0,20225.0
808,Aaron Wan-Bissaka,Man Utd,-0.2,0,0,4,0,0.0,341,0.0,0.0,0.0,0.0,27,0,0,0.3,3.0,2022-08-22T19:00:00Z,4,12,0,0,0,0,3,0,28886,0,1,2,0.0,1,-6303,1497,7800,44,0,3,0,0.25,0.022727272727272728,0.0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4542,Aaron Wan-Bissaka,Man Utd,6.5,0,0,25,1,28.0,341,0.1146,0.1146,0.0,0.7173,169,0,0,5.4,14.4,2022-12-27T20:00:00Z,90,16,0,0,0,0,17,0,30262,1,0,3,12.0,6,12014,17865,5851,43,0,17,0,0.06666666666666667,0.13953488372093023,0.0,0,1,1,0,0,0,3.5,1.0,0.0,0.0,4.0,4.0,44.0,1497.0,7800.0
4837,Aaron Wan-Bissaka,Man Utd,7.5,0,3,29,1,12.3,341,0.05172,0.05172,0.0,0.6749,180,0,0,3.4,19.2,2022-12-31T12:30:00Z,90,20,0,0,0,0,18,0,38776,1,1,0,2.0,9,8002,9330,1328,43,0,18,0,0.1,0.20930232558139536,0.0,0,0,1,0,0,0,5.333333333333333,6.0,0.0,0.0,90.0,25.0,43.0,17865.0,5851.0
5167,Aaron Wan-Bissaka,Man Utd,7.0,0,0,22,1,12.0,341,0.01766,0.01766,0.0,0.3673,189,0,0,2.5,8.6,2023-01-03T20:00:00Z,68,3,0,0,0,0,19,0,62527,1,0,3,4.0,6,22061,24321,2260,43,0,19,1,0.08823529411764706,0.13953488372093023,0.0,0,1,1,0,0,0,5.5,9.0,0.0,0.0,90.0,29.0,43.0,9330.0,1328.0
5515,Aaron Wan-Bissaka,Man Utd,9.0,0,0,15,0,0.9,341,0.01203,0.04773,0.0357,0.6487,196,1,0,2.0,14.6,2023-01-14T12:30:00Z,90,13,0,0,0,0,20,0,96201,1,1,2,4.0,2,30720,41093,10373,43,0,20,0,0.022222222222222223,0.046511627906976744,0.0,0,1,1,0,0,0,4.8,6.0,0.0,0.0,68.0,22.0,43.0,24321.0,2260.0
5516,Aaron Wan-Bissaka,Man Utd,9.0,0,0,17,0,22.6,341,0.0992,0.0992,0.0,0.5469,63,1,0,4.7,22.6,2023-01-18T20:00:00Z,90,7,0,0,0,0,20,0,96201,1,1,1,2.0,2,30720,41093,10373,43,0,20,0,0.022222222222222223,0.046511627906976744,0.0,0,0,1,0,0,0,5.0,2.0,0.0,0.0,90.0,15.0,43.0,41093.0,10373.0
5830,Aaron Wan-Bissaka,Man Utd,3.8,0,0,9,0,13.0,341,0.0046,0.0046,0.0,2.9293,201,3,0,3.8,21.2,2023-01-22T16:30:00Z,90,1,0,0,0,0,21,0,112949,1,2,3,4.0,1,17292,25389,8097,43,0,21,1,0.011111111111111112,0.023255813953488372,0.0,0,0,1,0,0,0,4.0,2.0,0.0,0.0,90.0,17.0,43.0,41093.0,10373.0
6139,Aaron Wan-Bissaka,Man Utd,2.8,0,0,17,0,4.4,341,0.03,0.03,0.0,1.17,216,1,0,1.8,11.2,2023-02-04T15:00:00Z,86,7,0,0,0,0,22,0,172521,1,1,2,2.0,2,57701,71536,13835,43,0,22,0,0.023255813953488372,0.046511627906976744,0.0,0,1,1,0,0,0,2.6,1.0,0.0,0.0,90.0,9.0,43.0,25389.0,8097.0
6480,Aaron Wan-Bissaka,Man Utd,0.9,0,0,4,0,0.3,341,0.0,0.0,0.0,0.39,225,0,0,0.4,4.0,2023-02-12T14:00:00Z,17,11,0,0,0,0,23,0,135682,0,2,0,0.0,1,-36114,2452,38566,43,0,23,1,0.058823529411764705,0.023255813953488372,0.0,0,0,1,0,0,0,1.6,2.0,0.0,0.0,86.0,17.0,43.0,71536.0,13835.0
6785,Aaron Wan-Bissaka,Man Utd,1.0,0,0,7,0,12.0,341,0.18,0.18,0.0,0.25,236,0,0,1.8,6.4,2023-02-19T14:00:00Z,21,10,0,0,0,0,24,0,116518,0,0,3,0.0,1,-20034,1662,21696,43,0,24,1,0.047619047619047616,0.023255813953488372,0.0,0,1,1,0,0,0,1.4,1.0,0.0,0.0,17.0,4.0,43.0,2452.0,38566.0
7726,Aaron Wan-Bissaka,Man Utd,2.8,0,0,23,1,0.9,341,0.01,0.03,0.03,1.14,267,0,0,2.7,20.2,2023-03-12T14:00:00Z,90,17,0,0,0,0,27,0,75946,1,0,0,6.0,6,-7189,1819,9008,43,0,27,0,0.06666666666666667,0.13953488372093023,0.0,0,1,1,0,0,0,2.2,1.0,0.0,0.0,21.0,7.0,43.0,1662.0,21696.0
8736,Aaron Wan-Bissaka,Man Utd,2.0,0,0,24,1,28.3,341,0.18,0.93,0.75,1.02,297,0,0,8.8,25.8,2023-04-08T11:30:00Z,90,8,0,0,0,0,30,0,68139,1,0,2,34.0,6,-3706,1144,4850,43,0,30,1,0.06666666666666667,0.13953488372093023,0.0,0,1,1,0,0,0,3.2,6.0,0.0,0.0,90.0,23.0,43.0,1819.0,9008.0
9024,Aaron Wan-Bissaka,Man Utd,3.0,0,0,26,1,19.2,341,0.06,0.12,0.06,0.68,306,0,0,5.7,22.4,2023-04-16T15:30:00Z,90,16,0,0,0,0,31,0,77803,1,2,0,15.0,6,8919,10711,1792,43,0,31,0,0.06666666666666667,0.13953488372093023,0.0,0,0,1,0,0,0,4.0,6.0,0.0,0.0,90.0,24.0,43.0,1144.0,4850.0
9572,Aaron Wan-Bissaka,Man Utd,2.6,0,0,6,0,0.0,341,0.0,0.07,0.07,1.54,325,1,0,0.0,0.0,2023-04-27T19:15:00Z,70,18,0,0,0,0,33,0,92218,1,2,2,0.0,1,14373,18291,3918,43,1,33,1,0.014285714285714285,0.023255813953488372,0.0,0,0,1,0,0,0,4.0,6.0,0.0,0.0,90.0,26.0,43.0,10711.0,1792.0
9931,Aaron Wan-Bissaka,Man Utd,5.0,0,0,12,0,1.9,341,0.02,0.09,0.07,2.29,274,1,0,2.7,18.4,2023-05-04T19:00:00Z,90,5,0,0,0,0,34,0,164399,1,0,1,7.0,2,58174,62781,4607,43,0,34,0,0.022222222222222223,0.046511627906976744,0.0,0,0,1,0,0,0,4.2,1.0,0.0,0.0,70.0,6.0,43.0,18291.0,3918.0
10259,Aaron Wan-Bissaka,Man Utd,2.0,0,0,10,0,34.6,341,0.06,0.06,0.0,1.29,349,1,0,5.7,18.6,2023-05-07T18:00:00Z,86,19,0,0,0,0,35,0,148268,1,0,1,4.0,1,-3106,7514,10620,43,1,35,1,0.011627906976744186,0.023255813953488372,0.0,0,0,1,0,0,0,3.2,2.0,0.0,0.0,90.0,12.0,43.0,62781.0,4607.0
10585,Aaron Wan-Bissaka,Man Utd,0.0,0,0,24,1,12.9,341,0.03,0.03,0.0,0.39,359,0,0,3.1,14.2,2023-05-13T14:00:00Z,90,20,0,0,0,0,36,0,150353,1,0,2,4.0,6,1706,8933,7227,43,0,36,0,0.06666666666666667,0.13953488372093023,0.0,0,1,1,0,0,0,3.2,1.0,0.0,0.0,86.0,10.0,43.0,7514.0,10620.0
10926,Aaron Wan-Bissaka,Man Utd,6.1,0,0,21,1,14.5,341,0.04,0.11,0.07,1.19,361,0,0,4.6,14.6,2023-05-20T14:00:00Z,90,3,0,0,0,0,37,0,185904,1,1,0,17.0,6,33769,39403,5634,43,0,37,1,0.06666666666666667,0.13953488372093023,0.0,0,0,1,0,0,0,3.2,6.0,0.0,0.0,90.0,24.0,43.0,8933.0,7227.0
10927,Aaron Wan-Bissaka,Man Utd,6.1,0,0,13,0,2.9,341,0.01,0.11,0.1,1.93,319,1,0,2.9,20.8,2023-05-25T19:00:00Z,90,6,0,0,0,0,37,0,185904,1,1,4,5.0,2,33769,39403,5634,43,0,37,1,0.022222222222222223,0.046511627906976744,0.0,0,1,1,0,0,0,3.4,6.0,0.0,0.0,90.0,21.0,43.0,39403.0,5634.0
194,Abdoulaye Doucouré,Everton,1.5,0,0,13,0,3.5,185,0.0,0.0,0.0,0.0,3,1,0,3.9,10.0,2022-08-06T16:30:00Z,90,6,0,0,0,0,1,0,18221,0,1,0,25.0,2,0,0,0,55,0,1,1,0.022222222222222223,0.03636363636363636,0.0,0,1,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,Abdoulaye Doucouré,Everton,1.5,0,0,3,0,0.6,185,0.0,0.0,0.0,0.0,12,1,0,0.3,0.2,2022-08-13T11:30:00Z,34,2,0,0,0,0,2,0,24075,0,1,2,2.0,1,691,3774,3083,55,0,2,1,0.029411764705882353,0.01818181818181818,0.0,0,0,0,0,0,1,1.5,2.0,0.0,0.0,90.0,13.0,55.0,0.0,0.0
1906,Abdoulaye Doucouré,Everton,0.2,0,0,3,0,0.8,185,0.0,0.0,0.0,0.0,75,0,0,0.1,0.6,2022-09-18T13:15:00Z,9,19,0,0,0,0,8,0,6677,0,0,1,0.0,1,-153,82,235,53,0,8,1,0.1111111111111111,0.018867924528301886,0.0,0,1,0,0,0,1,1.3333333333333333,1.0,0.0,0.0,34.0,3.0,55.0,3774.0,3083.0
2170,Abdoulaye Doucouré,Everton,1.0,0,0,3,0,0.0,185,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2022-10-01T14:00:00Z,1,17,0,0,0,0,9,0,6861,0,2,1,0.0,1,36,292,256,53,0,9,0,1.0,0.018867924528301886,0.0,0,0,0,0,0,1,1.25,1.0,0.0,0.0,9.0,3.0,53.0,82.0,235.0
3331,Abdoulaye Doucouré,Everton,0.4,0,0,3,0,0.1,185,0.0,0.0,0.0,0.0,123,0,0,0.0,0.2,2022-10-22T14:00:00Z,4,7,0,0,0,0,13,0,6965,0,0,3,0.0,1,-72,127,199,53,0,13,0,0.25,0.018867924528301886,0.0,0,1,0,0,0,1,1.2,1.0,0.0,0.0,1.0,3.0,53.0,292.0,256.0
3928,Abdoulaye Doucouré,Everton,0.4,0,0,3,0,3.5,185,0.0,0.0,0.0,0.0,143,1,0,0.8,0.6,2022-11-05T17:30:00Z,29,10,0,0,0,0,15,0,6914,0,2,0,4.0,1,-117,125,242,53,0,15,1,0.034482758620689655,0.018867924528301886,0.0,0,1,0,0,0,1,1.0,1.0,0.0,0.0,4.0,3.0,53.0,127.0,199.0
4220,Abdoulaye Doucouré,Everton,1.2,0,0,3,0,0.7,185,0.00416,0.00416,0.0,0.2088,151,0,0,0.3,2.2,2022-11-12T15:00:00Z,15,3,0,0,0,0,16,0,6880,0,0,3,0.0,1,-90,101,191,53,0,16,1,0.06666666666666667,0.018867924528301886,0.0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,29.0,3.0,53.0,125.0,242.0
4523,Abdoulaye Doucouré,Everton,1.0,0,0,3,0,0.6,185,0.00449,0.00449,0.0,0.2318,166,1,0,0.1,0.2,2022-12-26T15:00:00Z,7,20,0,0,0,0,17,0,7045,0,2,1,0.0,1,65,428,363,53,0,17,1,0.14285714285714285,0.018867924528301886,0.0,0,1,0,0,0,1,1.0,1.0,0.0,0.0,15.0,3.0,53.0,101.0,191.0
4819,Abdoulaye Doucouré,Everton,0.0,0,0,3,0,0.0,185,0.0,0.0,0.0,0.4835,175,0,0,0.1,1.0,2022-12-31T15:00:00Z,1,13,0,0,0,0,18,0,7004,0,1,1,0.0,1,-94,64,158,53,0,18,1,1.0,0.018867924528301886,0.0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,7.0,3.0,53.0,428.0,363.0
5143,Abdoulaye Doucouré,Everton,0.7,0,0,-2,0,0.4,185,0.00103,0.06283,0.0618,0.3289,186,0,0,0.1,0.0,2023-01-03T19:45:00Z,32,5,0,0,0,0,19,0,6982,0,4,1,4.0,0,-45,69,114,53,1,19,0,0.0,0.0,0.0,0,1,0,0,0,1,0.8,1.0,0.0,0.0,1.0,3.0,53.0,64.0,158.0
6114,Abdoulaye Doucouré,Everton,0.5,0,0,6,1,11.8,185,0.01,0.25,0.24,0.86,215,0,0,3.3,11.4,2023-02-04T12:30:00Z,90,1,0,0,0,0,22,0,6846,1,0,1,10.0,3,-108,63,171,53,0,22,1,0.03333333333333333,0.05660377358490566,0.0,0,1,0,0,0,1,1.2,0.0,0.0,0.0,32.0,-2.0,53.0,69.0,114.0
6458,Abdoulaye Doucouré,Everton,0.8,0,0,5,0,2.1,185,0.02,0.02,0.0,2.19,227,2,0,0.5,1.0,2023-02-13T20:00:00Z,90,12,0,0,0,0,23,0,7141,1,0,2,2.0,1,245,368,123,53,1,23,0,0.011111111111111112,0.018867924528301886,0.0,0,0,0,0,0,1,1.2,3.0,0.0,0.0,90.0,6.0,53.0,63.0,171.0
6763,Abdoulaye Doucouré,Everton,2.0,0,0,13,1,29.0,185,0.05,0.05,0.0,0.6,235,0,0,5.4,19.4,2023-02-18T15:00:00Z,90,11,0,0,0,0,24,0,7318,1,0,1,6.0,2,144,286,142,53,1,24,1,0.022222222222222223,0.03773584905660377,0.0,0,1,0,0,0,1,1.4,1.0,0.0,0.0,90.0,5.0,53.0,368.0,123.0
7071,Abdoulaye Doucouré,Everton,3.1,0,0,9,0,17.6,185,0.2,0.35,0.15,1.94,243,2,0,4.8,10.6,2023-02-25T15:00:00Z,90,2,0,0,0,0,25,0,10342,1,2,0,20.0,1,1681,2063,382,53,1,25,1,0.011111111111111112,0.018867924528301886,0.0,0,1,0,0,0,1,1.4,2.0,0.0,0.0,90.0,13.0,53.0,286.0,142.0
7072,Abdoulaye Doucouré,Everton,3.1,0,0,7,0,21.3,185,0.09,0.09,0.0,2.03,61,3,0,2.7,5.8,2023-03-01T19:45:00Z,78,1,0,0,0,0,25,0,10342,1,0,4,0.0,2,1681,2063,382,53,0,25,1,0.02564102564102564,0.03773584905660377,0.0,0,0,0,0,0,1,1.8,1.0,0.0,0.0,90.0,9.0,53.0,2063.0,382.0
7363,Abdoulaye Doucouré,Everton,3.0,0,2,32,0,35.0,185,0.26,0.7,0.44,0.91,258,2,1,12.2,45.8,2023-03-05T14:00:00Z,90,16,0,0,0,0,26,0,8307,1,2,2,41.0,9,-742,77,819,53,0,26,0,0.1,0.16981132075471697,0.3333333333333333,1,0,0,0,0,1,3.0,2.0,0.0,0.0,78.0,7.0,53.0,2063.0,382.0
7705,Abdoulaye Doucouré,Everton,3.8,1,0,11,1,12.0,185,0.01,0.01,0.0,2.1,263,0,0,3.2,18.4,2023-03-11T15:00:00Z,90,4,0,0,0,0,27,0,8573,1,0,1,2.0,5,180,685,505,53,1,27,0,0.05555555555555555,0.09433962264150944,0.3333333333333333,1,1,0,0,0,1,3.8,9.0,1.0,0.0,90.0,32.0,53.0,77.0,819.0
7962,Abdoulaye Doucouré,Everton,6.0,1,3,37,0,21.3,185,0.01,0.51,0.5,2.37,275,2,1,11.9,62.6,2023-03-18T17:30:00Z,90,6,0,0,0,0,28,0,9079,1,2,2,35.0,13,214,705,491,53,0,28,0,0.14444444444444443,0.24528301886792453,0.6666666666666666,2,0,0,0,0,1,6.0,5.0,0.0,1.0,90.0,11.0,53.0,685.0,505.0
8343,Abdoulaye Doucouré,Everton,5.3,0,0,-10,0,13.7,185,0.06,0.0,0.17,2.42,286,1,0,1.8,0.2,2023-04-03T19:00:00Z,57,18,0,0,0,1,29,0,14403,1,1,1,4.0,-2,5063,6139,1076,53,0,29,0,-0.03508771929824561,-0.03773584905660377,0.3333333333333333,0,1,0,0,0,1,5.4,13.0,1.0,1.0,90.0,37.0,53.0,705.0,491.0
9548,Abdoulaye Doucouré,Everton,-0.5,0,0,14,0,0.0,185,0.23,0.28,0.05,2.44,322,4,0,0.0,0.0,2023-04-27T18:45:00Z,90,15,0,0,0,0,33,0,9806,1,4,1,0.0,2,-192,65,257,53,0,33,0,0.022222222222222223,0.03773584905660377,0.3333333333333333,0,1,0,0,0,1,5.4,-2.0,0.0,0.0,57.0,-10.0,53.0,6139.0,1076.0
9903,Abdoulaye Doucouré,Everton,0.8,0,0,12,0,24.8,185,0.04,0.23,0.19,3.46,337,2,0,5.5,17.0,2023-05-01T19:00:00Z,90,10,0,0,0,0,34,0,9627,1,2,2,13.0,2,-170,93,263,53,0,34,0,0.022222222222222223,0.03773584905660377,0.0,0,0,0,0,0,1,4.0,2.0,0.0,0.0,90.0,14.0,53.0,65.0,257.0
10238,Abdoulaye Doucouré,Everton,3.4,0,2,44,0,21.1,185,0.06,0.55,0.49,3.26,342,1,2,14.2,80.4,2023-05-08T16:30:00Z,90,5,0,0,0,0,35,0,9562,1,5,1,40.0,13,-132,117,249,53,1,35,0,0.14444444444444443,0.24528301886792453,0.6666666666666666,2,0,0,0,0,1,5.6,2.0,0.0,0.0,90.0,12.0,53.0,93.0,263.0
10559,Abdoulaye Doucouré,Everton,0.0,0,0,8,0,2.7,185,0.01,0.01,0.0,0.76,356,3,0,1.5,5.8,2023-05-14T13:00:00Z,90,13,0,0,0,0,36,0,11098,1,3,0,6.0,2,1430,1658,228,53,0,36,1,0.022222222222222223,0.03773584905660377,0.6666666666666666,0,1,0,0,0,1,3.4,13.0,2.0,0.0,90.0,44.0,53.0,117.0,249.0
10901,Abdoulaye Doucouré,Everton,4.8,0,0,9,0,14.8,185,0.4,0.49,0.09,1.55,370,1,0,2.5,4.6,2023-05-20T14:00:00Z,90,20,0,0,0,0,37,0,12134,1,1,1,6.0,2,945,1523,578,53,0,37,1,0.022222222222222223,0.03773584905660377,0.6666666666666666,0,0,0,0,0,1,4.2,2.0,0.0,0.0,90.0,8.0,53.0,1658.0,228.0
